column,source,available_at_snapshot,future_information,leakage_risk,action,reason
task__CHAIN_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CHAIN_CLEAN,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CHAIN_LUBRICATE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CHAIN_ADJUST,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CHAIN_SPROCKET_REPLACE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__DRIVE_BELT_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__DRIVE_BELT_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__SHAFT_DRIVE_OIL_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__SHAFT_DRIVE_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FRONT_BRAKE_PAD_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FRONT_BRAKE_PAD_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__REAR_BRAKE_PAD_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__REAR_BRAKE_PAD_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BRAKE_DISC_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BRAKE_DISC_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BRAKE_FLUID_CHECK,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BRAKE_FLUID_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BRAKE_SYSTEM_BLEED,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__ABS_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FRONT_TIRE_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FRONT_TIRE_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__REAR_TIRE_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__REAR_TIRE_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__WHEEL_BALANCE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__WHEEL_BEARING_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__WHEEL_BEARING_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FORK_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FORK_OIL_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FORK_SEAL_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__REAR_SHOCK_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__STEERING_BEARING_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__STEERING_BEARING_ADJUST,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__STEERING_BEARING_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BATTERY_TEST,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BATTERY_CHANGE,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CHARGING_SYSTEM_TEST,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__LIGHTING_SYSTEM_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__ECU_DIAGNOSTIC_SCAN,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__EV_TRACTION_BATTERY_HEALTH_CHECK,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__EV_CHARGING_PORT_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__EV_DRIVE_MOTOR_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__EV_HIGH_VOLTAGE_SYSTEM_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__GENERAL_SAFETY_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FASTENER_TORQUE_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CABLE_CONTROL_LUBRICATION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
target_definition,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
taxonomy_target_class_count,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
observed_positive_class_count,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
eligible_but_unobserved_class_count,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
taxonomy_version,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
target_version,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
data_origin,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
generator_version,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
random_seed,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
scenario_id,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
next_task_codes,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
next_completed_task_codes,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
next_task_count,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
next_completed_task_count,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
next_declined_task_count,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
next_declined_task_codes,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__BRAKE_FAULT_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CENTER_STAND_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CHAIN_DRIVE_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__COOLING_FAULT_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__CVT_BELT_FAILURE_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__ELECTRICAL_FAULT_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__ENGINE_FAULT_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__FINAL_DRIVE_FAULT_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__INTAKE_FAULT_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__SIDE_STAND_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__STEERING_FAULT_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__SUSPENSION_FAULT_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__THROTTLE_FREE_PLAY_CHECK,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__TIRE_PRESSURE_CHECK,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__TIRE_WHEEL_FAULT_INSPECTION,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__TRANSMISSION_FAULT_DIAGNOSTIC,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
task__WASH_AND_GENERAL_CLEANING,ml_next_task_targets,False,True,HIGH,TARGET/EVALUATION_ONLY,Snapshot sonrasındaki sonuç veya censoring bilgisi; X'e giremez
