policy_id,scope_type,model_id,policy_group,task_code,policy_kind,initial_trigger_km,recurring_km,initial_trigger_months,recurring_months,trigger_mode,severe_use_multiplier,courier_multiplier,offroad_multiplier,dusty_environment_multiplier,wear_mean_km,wear_sd_km,wear_min_km,wear_max_km,precedence,evidence_level,source_authority,source_model_or_family,source_url,source_page_or_note,confidence,is_manufacturer_exact_interval,is_generator_active,policy_version,notes
POL0081,GROUP,,ICE_125_LIQUID_BELT,BRAKE_FLUID_CHECK,SCHEDULED,,6000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0082,GROUP,,ICE_125_LIQUID_BELT,FRONT_TIRE_INSPECTION,SCHEDULED,,6000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0083,GROUP,,ICE_125_LIQUID_BELT,REAR_TIRE_INSPECTION,SCHEDULED,,6000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0084,GROUP,,ICE_125_LIQUID_BELT,FORK_INSPECTION,SCHEDULED,,6000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0085,GROUP,,ICE_125_LIQUID_BELT,STEERING_BEARING_INSPECTION,SCHEDULED,,6000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0086,GROUP,,ICE_125_LIQUID_BELT,WHEEL_BEARING_INSPECTION,SCHEDULED,,12000.0,,24.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0087,GROUP,,ICE_125_LIQUID_BELT,BRAKE_FLUID_CHANGE,SCHEDULED,,,,24.0,TIME_ONLY,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Honda PCX125 representative schedule,Hydraulic brake system,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,PCX schedule explicitly lists brake fluid replacement every 2 years.,HIGH,0,1,1.1.0,
POL0088,GROUP,,ICE_125_LIQUID_BELT,FRONT_BRAKE_PAD_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.8,0.75,1.0,22000.0,7000.0,7000.0,45000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0089,GROUP,,ICE_125_LIQUID_BELT,REAR_BRAKE_PAD_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.75,1.0,26000.0,8000.0,8000.0,55000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0090,GROUP,,ICE_125_LIQUID_BELT,FRONT_TIRE_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.8,0.75,1.0,18000.0,5000.0,8000.0,35000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0091,GROUP,,ICE_125_LIQUID_BELT,REAR_TIRE_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.75,1.0,14000.0,4500.0,6000.0,30000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0092,GROUP,,ICE_125_LIQUID_BELT,BATTERY_CHANGE,WEAR_BASED,,,,36.0,CONDITION_ONLY,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,"36 months is a stochastic simulation center, not a manufacturer interval."
POL0093,GROUP,,ICE_125_LIQUID_BELT,COOLANT_LEVEL_CHECK,SCHEDULED,,6000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Honda PCX125 representative architecture,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,,MEDIUM,0,1,1.1.0,
POL0094,GROUP,,ICE_125_LIQUID_BELT,COOLANT_CHANGE,SCHEDULED,,30000.0,,36.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Honda PCX125 / Bajaj NS200 schedules,Liquid-cooled representative schedules,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,"PCX: 3-year replacement; NS200: replacement at 30,000 km.",HIGH,0,1,1.1.0,
POL0095,GROUP,,ICE_125_LIQUID_BELT,CVT_CASE_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,KYMCO X-Town CT family manual,CVT scooter representative,https://www.kymco.com.tr/upi/pdf/x-town-ct-250.pdf?v=we1,,MEDIUM,0,1,1.1.0,
POL0096,GROUP,,ICE_125_LIQUID_BELT,CVT_BELT_INSPECTION,SCHEDULED,,10000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,KYMCO/Honda scooter schedules,CVT scooter representative,https://www.kymco.com.tr/upi/pdf/x-town-ct-250.pdf?v=we1,,MEDIUM,0,1,1.1.0,
POL0097,GROUP,,ICE_125_LIQUID_BELT,CVT_BELT_CHANGE,SCHEDULED,,20000.0,,36.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,KYMCO X-Town CT family manual,CVT scooter representative,https://www.kymco.com.tr/upi/pdf/x-town-ct-250.pdf?v=we1,"Representative table shows belt inspections and replacement around 20,000 km.",MEDIUM,0,1,1.1.0,
POL0098,GROUP,,ICE_125_LIQUID_BELT,CVT_ROLLER_INSPECTION,SCHEDULED,,10000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase CVT architecture backoff,,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,,LOW,0,1,1.1.0,
POL0099,GROUP,,ICE_125_LIQUID_BELT,CVT_ROLLER_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,1.0,1.0,1.0,22000.0,5000.0,12000.0,35000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0100,GROUP,,ICE_125_LIQUID_BELT,FINAL_GEAR_OIL_CHANGE,SCHEDULED,,10000.0,,24.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,Honda PCX/KYMCO representative schedules,CVT scooter architecture backoff,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,PCX explicitly has 2-year reduction-oil replacement; km cadence is a simulation backoff.,LOW,0,1,1.1.0,
POL0101,GROUP,,ICE_125_LIQUID_CHAIN,ENGINE_OIL_CHANGE,SCHEDULED,1000.0,5000.0,,12.0,WHICHEVER_FIRST,0.8,0.75,0.8,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,Architecture-derived backoff; not model-exact.,MEDIUM,0,1,1.1.0,
POL0102,GROUP,,ICE_125_LIQUID_CHAIN,AIR_FILTER_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,0.75,0.85,0.6,0.5,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0103,GROUP,,ICE_125_LIQUID_CHAIN,AIR_FILTER_CHANGE,SCHEDULED,,10000.0,,24.0,WHICHEVER_FIRST,0.75,0.8,0.55,0.5,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0104,GROUP,,ICE_125_LIQUID_CHAIN,SPARK_PLUG_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0105,GROUP,,ICE_125_LIQUID_CHAIN,SPARK_PLUG_CHANGE,SCHEDULED,,20000.0,,36.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0106,GROUP,,ICE_125_LIQUID_CHAIN,VALVE_CLEARANCE_INSPECTION,SCHEDULED,,10000.0,,24.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0107,GROUP,,ICE_125_LIQUID_CHAIN,BATTERY_TEST,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0108,GROUP,,ICE_125_LIQUID_CHAIN,GENERAL_SAFETY_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0109,GROUP,,ICE_125_LIQUID_CHAIN,FRONT_BRAKE_PAD_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0110,GROUP,,ICE_125_LIQUID_CHAIN,REAR_BRAKE_PAD_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0111,GROUP,,ICE_125_LIQUID_CHAIN,BRAKE_FLUID_CHECK,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0112,GROUP,,ICE_125_LIQUID_CHAIN,FRONT_TIRE_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0113,GROUP,,ICE_125_LIQUID_CHAIN,REAR_TIRE_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0114,GROUP,,ICE_125_LIQUID_CHAIN,FORK_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0115,GROUP,,ICE_125_LIQUID_CHAIN,STEERING_BEARING_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0116,GROUP,,ICE_125_LIQUID_CHAIN,WHEEL_BEARING_INSPECTION,SCHEDULED,,10000.0,,24.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0117,GROUP,,ICE_125_LIQUID_CHAIN,BRAKE_FLUID_CHANGE,SCHEDULED,,,,24.0,TIME_ONLY,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Honda PCX125 representative schedule,Hydraulic brake system,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,PCX schedule explicitly lists brake fluid replacement every 2 years.,HIGH,0,1,1.1.0,
POL0118,GROUP,,ICE_125_LIQUID_CHAIN,FRONT_BRAKE_PAD_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.8,0.75,1.0,22000.0,7000.0,7000.0,45000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0119,GROUP,,ICE_125_LIQUID_CHAIN,REAR_BRAKE_PAD_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.75,1.0,26000.0,8000.0,8000.0,55000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0120,GROUP,,ICE_125_LIQUID_CHAIN,FRONT_TIRE_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.8,0.75,1.0,18000.0,5000.0,8000.0,35000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0121,GROUP,,ICE_125_LIQUID_CHAIN,REAR_TIRE_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.75,1.0,14000.0,4500.0,6000.0,30000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0122,GROUP,,ICE_125_LIQUID_CHAIN,BATTERY_CHANGE,WEAR_BASED,,,,36.0,CONDITION_ONLY,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,"36 months is a stochastic simulation center, not a manufacturer interval."
POL0123,GROUP,,ICE_125_LIQUID_CHAIN,COOLANT_LEVEL_CHECK,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0124,GROUP,,ICE_125_LIQUID_CHAIN,COOLANT_CHANGE,SCHEDULED,,30000.0,,36.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Honda PCX125 / Bajaj NS200 schedules,Liquid-cooled representative schedules,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,"PCX: 3-year replacement; NS200: replacement at 30,000 km.",HIGH,0,1,1.1.0,
POL0125,GROUP,,ICE_125_LIQUID_CHAIN,CHAIN_INSPECTION,SCHEDULED,,1000.0,,,KM_ONLY,0.75,0.7,0.5,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Bajaj NS200 UG2 manual,Chain-drive representative,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0126,GROUP,,ICE_125_LIQUID_CHAIN,CHAIN_CLEAN,SCHEDULED,,500.0,,,KM_ONLY,0.7,0.7,0.4,0.5,,,,,10,VERIFIED_REPRESENTATIVE,Bajaj NS200 UG2 manual,Bajaj NS200 UG2,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,Maintenance table explicitly says chain cleaning spray every 500 km.,HIGH,0,1,1.1.0,
POL0127,GROUP,,ICE_125_LIQUID_CHAIN,CHAIN_LUBRICATE,SCHEDULED,,500.0,,,KM_ONLY,0.7,0.7,0.4,0.5,,,,,10,SIMULATION_BACKOFF,RideBase derived from chain-cleaning cadence,Bajaj NS200 UG2 reference,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,LOW,0,1,1.1.0,
POL0128,GROUP,,ICE_125_LIQUID_CHAIN,CHAIN_ADJUST,CONDITION_BASED,,,,,CONDITION_ONLY,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_PRIOR,RideBase simulation prior,,,,MEDIUM,0,1,1.1.0,
POL0129,GROUP,,ICE_125_LIQUID_CHAIN,CHAIN_SPROCKET_REPLACE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.7,0.8,22000.0,6000.0,12000.0,40000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0130,GROUP,,ICE_125_LIQUID_CHAIN,CLUTCH_FREE_PLAY_CHECK,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0131,GROUP,,ICE_125_LIQUID_CHAIN,CLUTCH_PLATE_INSPECTION,CONDITION_BASED,,,,,CONDITION_ONLY,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0132,GROUP,,ICE_125_LIQUID_CHAIN,CLUTCH_PLATE_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.7,0.75,1.0,40000.0,12000.0,15000.0,80000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0133,GROUP,,ICE_125_OIL_CHAIN,ENGINE_OIL_CHANGE,SCHEDULED,1000.0,5000.0,,12.0,WHICHEVER_FIRST,0.8,0.75,0.8,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,Architecture-derived backoff; not model-exact.,MEDIUM,0,1,1.1.0,
POL0134,GROUP,,ICE_125_OIL_CHAIN,AIR_FILTER_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,0.75,0.85,0.6,0.5,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0135,GROUP,,ICE_125_OIL_CHAIN,AIR_FILTER_CHANGE,SCHEDULED,,10000.0,,24.0,WHICHEVER_FIRST,0.75,0.8,0.55,0.5,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0136,GROUP,,ICE_125_OIL_CHAIN,SPARK_PLUG_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0137,GROUP,,ICE_125_OIL_CHAIN,SPARK_PLUG_CHANGE,SCHEDULED,,20000.0,,36.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0138,GROUP,,ICE_125_OIL_CHAIN,VALVE_CLEARANCE_INSPECTION,SCHEDULED,,10000.0,,24.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Official manufacturer maintenance manual(s),Bajaj NS200 UG2 representative chain schedule,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0139,GROUP,,ICE_125_OIL_CHAIN,BATTERY_TEST,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0140,GROUP,,ICE_125_OIL_CHAIN,GENERAL_SAFETY_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0141,GROUP,,ICE_125_OIL_CHAIN,FRONT_BRAKE_PAD_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0142,GROUP,,ICE_125_OIL_CHAIN,REAR_BRAKE_PAD_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0143,GROUP,,ICE_125_OIL_CHAIN,BRAKE_FLUID_CHECK,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0144,GROUP,,ICE_125_OIL_CHAIN,FRONT_TIRE_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0145,GROUP,,ICE_125_OIL_CHAIN,REAR_TIRE_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0146,GROUP,,ICE_125_OIL_CHAIN,FORK_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0147,GROUP,,ICE_125_OIL_CHAIN,STEERING_BEARING_INSPECTION,SCHEDULED,,5000.0,,12.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0148,GROUP,,ICE_125_OIL_CHAIN,WHEEL_BEARING_INSPECTION,SCHEDULED,,10000.0,,24.0,WHICHEVER_FIRST,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_BACKOFF,RideBase engineering backoff,,,,MEDIUM,0,1,1.1.0,
POL0149,GROUP,,ICE_125_OIL_CHAIN,BRAKE_FLUID_CHANGE,SCHEDULED,,,,24.0,TIME_ONLY,1.0,1.0,1.0,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Honda PCX125 representative schedule,Hydraulic brake system,https://www.honda.com.tr/assets/files/Bx6KmWpQrT1715073681294.pdf,PCX schedule explicitly lists brake fluid replacement every 2 years.,HIGH,0,1,1.1.0,
POL0150,GROUP,,ICE_125_OIL_CHAIN,FRONT_BRAKE_PAD_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.8,0.75,1.0,22000.0,7000.0,7000.0,45000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0151,GROUP,,ICE_125_OIL_CHAIN,REAR_BRAKE_PAD_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.75,1.0,26000.0,8000.0,8000.0,55000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0152,GROUP,,ICE_125_OIL_CHAIN,FRONT_TIRE_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.8,0.75,1.0,18000.0,5000.0,8000.0,35000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0153,GROUP,,ICE_125_OIL_CHAIN,REAR_TIRE_CHANGE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.75,1.0,14000.0,4500.0,6000.0,30000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
POL0154,GROUP,,ICE_125_OIL_CHAIN,BATTERY_CHANGE,WEAR_BASED,,,,36.0,CONDITION_ONLY,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,"36 months is a stochastic simulation center, not a manufacturer interval."
POL0155,GROUP,,ICE_125_OIL_CHAIN,CHAIN_INSPECTION,SCHEDULED,,1000.0,,,KM_ONLY,0.75,0.7,0.5,1.0,,,,,10,REPRESENTATIVE_BACKOFF,Bajaj NS200 UG2 manual,Chain-drive representative,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,MEDIUM,0,1,1.1.0,
POL0156,GROUP,,ICE_125_OIL_CHAIN,CHAIN_CLEAN,SCHEDULED,,500.0,,,KM_ONLY,0.7,0.7,0.4,0.5,,,,,10,VERIFIED_REPRESENTATIVE,Bajaj NS200 UG2 manual,Bajaj NS200 UG2,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,Maintenance table explicitly says chain cleaning spray every 500 km.,HIGH,0,1,1.1.0,
POL0157,GROUP,,ICE_125_OIL_CHAIN,CHAIN_LUBRICATE,SCHEDULED,,500.0,,,KM_ONLY,0.7,0.7,0.4,0.5,,,,,10,SIMULATION_BACKOFF,RideBase derived from chain-cleaning cadence,Bajaj NS200 UG2 reference,https://bajajturkiye.com.tr/wp-content/uploads/2025/04/NS200UG2-Kullanim-Kilavuzu.pdf,,LOW,0,1,1.1.0,
POL0158,GROUP,,ICE_125_OIL_CHAIN,CHAIN_ADJUST,CONDITION_BASED,,,,,CONDITION_ONLY,1.0,1.0,1.0,1.0,,,,,10,SIMULATION_PRIOR,RideBase simulation prior,,,,MEDIUM,0,1,1.1.0,
POL0159,GROUP,,ICE_125_OIL_CHAIN,CHAIN_SPROCKET_REPLACE,WEAR_BASED,,,,,CONDITION_ONLY,1.0,0.75,0.7,0.8,22000.0,6000.0,12000.0,40000.0,10,SIMULATION_PRIOR,RideBase simulation prior,,,,LOW,0,1,1.1.0,
